fighter_number,fighter,weight,max_fall_speed,fastfall_speed,initial_dash_speed,run_speed,air_speed,air_acceleration,jump_frames,run_acceleration,jump_height,hop_height,air_friction,gravity,ledge_jump_height,number_of_jumps,shield_size
01,Mario,0.6122235819043892,-0.5049120480706036,-0.37261747675946383,-0.012782026869247174,-0.12387416948444512,-0.38066588867781714,-0.7319454366346493,-0.26874192494328475,NA,-0.5164042397421492,-0.8062215428307018,-0.16264576175925471,-0.2872886180099114,-0.5155924976272209,-0.27755546659548436,-0.6063191998170894
02,Donkey Kong,1.4630342949921062,0.997897039887571,0.9192197675700384,0.3706787792081595,0.23966958878512162,0.4758323608472706,-1.0596821993068806,0.5374838498865702,NA,0.30376719984832334,0.0014957728067368278,-0.16264576175925471,-0.1414842442078885,0.22686069895597694,-0.27755546659548436,0.8035905184178644
03,Link,0.8553123570723083,0.41824210596084643,0.9975129338930386,-0.7797036390240597,-0.8509616860235778,0.4758323608472706,0.2512648513820439,1.343709624716425,NA,-0.10631851994691294,-0.4023628850119825,-0.16264576175925471,0.15012450339615688,0.04124739981017748,-0.27755546659548436,-0.42355312523107685
04,Samus,1.219945519824187,-1.1489730857669642,-0.37261747675946383,1.3676768750094161,-0.4874179277540119,-0.19713054949386963,-1.551287343315227,-1.0749676997731397,NA,-0.9264899595373846,0.40535443062545523,-0.16264576175925471,-1.1329539860616433,-0.886819095918819,-0.27755546659548436,0.5424961261521323
05,Yoshi,1.0984011322402274,-0.011131919170060546,0.8604998928277887,-0.6646653972008377,0.23966958878512162,1.6994012887402525,-0.5353033790313108,0.5374838498865702,NA,-0.10631851994691294,0.8092130884441745,-0.16264576175925471,-0.34561036753072055,-0.5155924976272209,-0.27755546659548436,-1.5984778904268717
06,Kirby,-1.2109422318550047,-0.7195990606360568,-0.9598162241819644,-0.39624283294665386,-0.4874179277540119,-0.8700934598350099,0.2512648513820439,-1.0749676997731397,NA,-1.1315328194350027,-0.4023628850119825,-0.16264576175925471,-0.7247017394159797,-1.0724323950646184,3.4694433324435545,0.21873907974262422
07,Fox,-0.9070812628951057,1.856645090149385,1.7804445971230398,1.5210611974403778,2.4209321384025206,-0.5642012278617646,1.5622119020709682,-1.0749676997731397,NA,2.3131872268449793,2.0207890619003317,-0.16264576175925471,3.649429474644704,2.6398335878513675,-0.27755546659548436,0.150854537753534
08,Pikachu,-0.6032202939352067,-0.07553802293969666,0.4103141864705381,1.137600391362972,0.9667571053242543,-0.4418443350724663,-0.4042086739624184,-1.0749676997731397,NA,0.0987243399507052,0.40535443062545523,-0.16264576175925471,0.15012450339615688,0.04124739981017748,-0.27755546659548436,-0.34522480755135715
09,Luigi,0.6122235819043892,-0.7195990606360568,-0.9598162241819644,-0.7797036390240597,-0.7055441827157511,-1.4818779237815007,-0.7319454366346493,-0.26874192494328475,NA,-0.31136137984453105,-0.8062215428307018,-0.3140745744316643,-1.0454713617804297,-0.886819095918819,-0.27755546659548436,-0.6063191998170894
10,Ness,0.2475904191525104,-0.2258189317355138,-0.5683503925669635,-0.7797036390240597,-0.4874179277540119,0.04758323608472706,0.2512648513820439,-0.26874192494328475,NA,-0.10631851994691294,-0.4023628850119825,-0.16264576175925471,-0.4330929918119343,-0.144365899335622,-0.27755546659548436,0.020307341620667895
11,Captain Falcon,0.8553123570723083,2.0713321027148384,1.9761775129305401,1.9045220035177846,2.7844758966720855,1.2099737175830607,0.2512648513820439,-0.26874192494328475,NA,1.123938639438795,1.213071746262893,-0.16264576175925471,0.7333419986042481,1.3405404938307721,-0.27755546659548436,0.2814017338864001
12,Jigglypuff,-1.8186641697748025,-1.3636600983324174,-1.7427478874119655,-0.39624283294665386,-1.5780492025627104,2.61707798465999,3.5286324781043543,0.5374838498865702,NA,-1.9517042590254743,-2.2197268451962175,4.985933869102671,-1.1912757355824526,-1.443658993356217,3.4694433324435545,-0.1102398545121982
13,Peach,0.004501643984591224,-0.9342860732015106,-0.9598162241819644,-1.1631644451014664,-0.8509616860235778,1.0876168247937623,1.5622119020709682,0.5374838498865702,NA,-0.7214470996397664,0.0014957728067368278,-0.4655033871040739,-0.7247017394159797,-0.7012057967730195,-0.27755546659548436,-0.37133424677793037
14,Bowser,1.6453508763680456,-0.07553802293969666,-0.17688456095196337,-1.930086057256279,-0.12387416948444512,-0.7477365670457115,-0.4042086739624184,2.956161174376135,NA,0.5088100597459405,0.0014957728067368278,-0.16264576175925471,0.7333419986042481,-0.7012057967730195,-0.27755546659548436,3.6756288333409186
15,Ice Climbers (leader),-0.11704274359936837,-0.7195990606360568,-0.9598162241819644,-0.39624283294665386,-0.4874179277540119,-1.3595210309922032,-0.600850731565757,-1.0749676997731397,NA,0.0987243399507052,-0.8062215428307018,-0.16264576175925471,-0.1414842442078885,0.04124739981017748,-0.27755546659548436,-0.6063191998170894
15B,Ice Climbers (partner),-0.11704274359936837,-0.7195990606360568,-0.9598162241819644,-0.39624283294665386,-0.4874179277540119,-1.3595210309922032,-0.600850731565757,-1.0749676997731397,NA,0.0987243399507052,-0.8062215428307018,-0.16264576175925471,-0.1414842442078885,0.04124739981017748,-0.27755546659548436,-0.6063191998170894
16,Sheik,0.004501643984591224,0.41824210596084643,0.9975129338930386,0.7541395852855654,0.9667571053242543,-0.7477365670457115,0.2512648513820439,-1.0749676997731397,NA,0.5088100597459405,2.182332525027819,-0.16264576175925471,0.4417332510002023,0.4124739981017756,-0.27755546659548436,-0.42355312523107685
17,Zelda,0.004501643984591224,-1.1489730857669642,-1.2534155978932147,-1.5466252511788723,-1.5780492025627104,0.1699401288740247,0.12017014631315136,1.343709624716425,NA,-0.9264899595373846,0.0014957728067368278,-0.4655033871040739,-0.9288278627388117,-0.886819095918819,-0.27755546659548436,-0.37133424677793037
18,Dr. Mario,0.6122235819043892,-0.5049120480706036,-0.37261747675946383,-0.012782026869247174,-0.12387416948444512,-0.13595210309922046,-0.7974927891690956,-0.26874192494328475,NA,-0.5164042397421492,-0.8062215428307018,-0.16264576175925471,-0.2872886180099114,-0.5155924976272209,-0.27755546659548436,-0.6063191998170894
19,Pichu,-2.1225251387347015,-0.07553802293969666,0.018848354855537115,1.137600391362972,0.675922098708601,-0.4418443350724663,-0.4042086739624184,-1.0749676997731397,NA,0.0987243399507052,0.40535443062545523,-0.16264576175925471,0.15012450339615688,0.04124739981017748,-0.27755546659548436,2.2239440123434475
20,Falco,-0.6032202939352067,2.500706127845746,1.9761775129305401,1.5210611974403778,-0.12387416948444512,-0.5642012278617646,0.9067383767265063,0.5374838498865702,NA,3.1743672384149737,1.213071746262893,-0.16264576175925471,1.8997769890204304,2.454220288705568,-0.27755546659548436,-0.24078705064506428
21,Marth,-0.17781493739134815,0.5685230147566644,0.018848354855537115,-0.012782026869247174,0.9667571053242543,-0.13595210309922046,-0.4042086739624184,-0.26874192494328475,NA,-0.31136137984453105,-0.4023628850119825,-0.16264576175925471,-0.5788973656139568,-0.3299791984814215,-0.27755546659548436,-0.3974436860045036
22,Young Link,-0.29935932497530776,0.41824210596084643,-0.5683503925669635,1.137600391362972,0.23966958878512162,0.4758323608472706,0.2512648513820439,-0.26874192494328475,NA,0.13973291193022883,-0.4023628850119825,-0.16264576175925471,0.15012450339615688,0.04124739981017748,-0.27755546659548436,-0.42355312523107685
23,Ganondorf,1.1591733260322072,0.13914898962575706,0.2145812706630376,-0.7797036390240597,-0.6691898068887945,-0.8700934598350099,0.2512648513820439,1.343709624716425,NA,0.0987243399507052,1.6169304040816121,-0.16264576175925471,0.7333419986042481,1.711767092122371,-0.27755546659548436,0.2814017338864001
24,Mewtwo,-0.29935932497530776,-0.9342860732015106,-0.37261747675946383,-0.39624283294665386,-0.4874179277540119,1.6994012887402525,-0.4042086739624184,0.5374838498865702,NA,-0.5164042397421492,-0.8062215428307018,-0.16264576175925471,-0.6663799898951706,-0.5155924976272209,-0.27755546659548436,0.5424961261521323
25,Roy,-0.29935932497530776,0.997897039887571,0.8017800180855382,-0.39624283294665386,0.2760239646120783,-0.13595210309922046,-0.4042086739624184,0.5374838498865702,NA,0.0987243399507052,-0.4023628850119825,-0.16264576175925471,0.2667680024377752,-0.3299791984814215,-0.27755546659548436,-0.3974436860045036
26,Mr. Game & Watch,-1.8186641697748025,-0.5049120480706036,-0.37261747675946383,-0.012782026869247174,-0.12387416948444512,0.4758323608472706,-0.4042086739624184,-0.26874192494328475,NA,-0.5164042397421492,-0.8062215428307018,-0.16264576175925471,-0.2872886180099114,0.4124739981017756,-0.27755546659548436,-0.6063191998170894
